Age,Months_as_a_Customer,Number_of_Products,RFM_Score,Average_Balance_Feed_Index,Number_of_Transactions,Personal_Debt_to_Equity_Ratio,Months_Current_Account,Number_of_Loan_Accounts,Customer_ID,Has_Bad_Payment_Record,Members_Within_Household,Number_of_Call_Center_Contacts,Gender,Marital_Status,Age_Youngest_Child,Number_of_Workers_in_Household,Percentage_White_Collar_Workers,Household_Debt_to_Equity_Ratio,Income,Weeks_Since_Last_Offer,Homeowner,Accepted_Personal_Loan,Accepted_Retention,Accepted_Home_Equity_Loan,Accepted_Credit_Card,Annual_value,Interested_in_Personal_Loan,Interested_in_Retention,Interested_in_Home_Equity_Loan,Interested_in_Credit_Card
43,36,0,0,0,0,43,31,1,2837,0,5,8,F,M,13,7,39,52,30933,6,F,F,F,T,F,100,F,F,F,T
41,24,0,0,0,0,41,17,1,16381,0,2,0,F,U,18,6,27,66,51125,16,F,F,F,F,F,100,F,T,F,F
49,24,0,0,0,0,49,18,0,16488,0,6,11,M,U,18,3,24,71,45892,24,F,F,F,F,F,0,F,F,F,F
38,36,0,0,0,0,38,30,0,9699,0,5,9,M,U,15,7,30,62,69553,42,F,T,F,F,F,0,F,F,F,F
33,12,0,0,0,0,33,7,1,16622,0,1,0,F,M,7,11,25,63,33861,38,F,F,T,F,F,100,F,F,F,T
14,36,4,12.76398,64,3,14,24,0,3223,0,4,11,M,S,0,15,31,52,42752,19,T,F,F,F,F,120,F,F,F,F
42,24,0,0,0,0,42,15,7,3524,0,1,10,M,U,12,8,28,62,54242,43,T,F,F,T,F,700,F,F,F,F
49,0,8,0,0,0,49,-4,4,17006,0,3,8,F,M,21,16,37,45,64159,48,T,F,F,F,F,640,F,F,F,F
46,36,0,0,0,0,46,27,0,17040,0,2,11,F,U,15,7,50,42,41319,2,F,F,F,F,F,0,F,F,F,F
38,36,2,10.841333,208,2,38,33,2,17049,0,3,11,F,M,6,15,31,53,45384,4,T,F,F,F,F,260,F,F,F,T
28,36,0,0,0,0,28,31,0,17101,0,5,9,M,S,0,15,31,52,42752,44,F,F,F,T,T,0,F,F,F,F
51,36,0,0,0,0,51,28,2,17190,0,5,10,F,M,20,7,29,63,34495,39,F,F,F,F,F,200,F,F,F,T
48,48,0,0,0,0,48,37,3,10369,0,7,10,F,S,19,17,38,43,65816,17,F,F,T,F,F,300,F,F,F,F
31,24,0,0,0,0,31,15,1,10453,0,2,8,M,S,0,14,32,53,49255,21,F,F,F,F,F,100,F,T,F,F
18,36,4,11.465667,299,1,18,25,1,3876,0,1,10,F,S,0,14,39,45,49921,19,T,F,F,F,F,220,F,F,F,F
42,24,0,0,0,0,42,23,1,17360,0,6,11,M,U,14,15,33,51,29682,14,T,F,F,T,F,100,F,T,F,F
45,12,0,0,0,0,45,5,1,21265,0,3,10,M,M,15,15,39,44,43123,4,T,F,T,F,F,100,F,F,F,F
33,24,0,0,0,0,33,16,2,21280,0,5,0,M,M,2,8,34,56,63703,36,F,F,F,F,F,200,F,T,F,F
27,0,0,0,0,0,27,-4,0,21350,0,5,9,F,S,0,7,33,58,65263,11,F,F,T,F,F,0,F,F,F,F
20,48,0,0,0,0,20,37,0,17594,0,5,0,F,S,0,7,33,58,65263,10,F,F,F,T,T,0,F,F,F,F
26,12,0,0,0,0,26,9,0,17649,0,1,10,F,S,0,7,33,58,65263,31,F,F,F,F,F,0,F,F,T,F
71,0,0,0,0,0,71,-5,1,21464,0,6,10,M,U,41,10,21,67,43398,17,T,T,F,F,F,100,F,F,F,F
39,36,4,10.16799,168,3,39,25,7,17694,0,2,11,F,S,10,10,29,59,44851,10,T,F,F,F,F,820,F,F,F,T
44,36,2,9.91999,120,1,44,28,1,17826,0,2,8,M,M,16,5,49,45,49260,36,F,F,F,F,F,160,F,F,F,F
26,48,2,8.355667,189,1,26,38,0,21699,0,3,9,M,S,0,15,31,52,42752,40,F,T,F,F,F,60,F,T,F,T
29,48,0,0,0,0,29,39,2,21818,0,1,11,F,U,2,12,17,70,46816,31,T,F,F,F,T,200,F,T,F,T
56,24,3,11.697,297,3,56,13,3,21848,0,2,11,M,M,24,10,40,49,45691,49,F,T,T,F,F,390,F,F,F,F
41,0,0,0,0,0,41,-5,1,21918,0,2,0,M,U,11,15,21,62,47494,34,F,F,F,F,T,100,F,F,F,F
34,36,4,12.330567,164,3,34,34,0,16017,0,2,10,F,U,4,9,33,57,44525,27,T,F,F,F,F,120,F,F,F,F
40,36,0,0,0,0,40,34,2,16115,0,6,11,M,U,9,13,38,48,40562,36,F,F,F,F,F,200,F,F,F,F
30,12,2,9.94899,249,2,30,7,0,16754,0,3,10,F,S,0,7,27,64,37502,32,T,F,F,F,F,60,F,F,F,F
34,0,3,0,0,0,34,-3,0,17121,0,4,10,M,S,7,13,18,67,56482,24,F,F,F,F,F,90,F,T,F,F
37,48,0,0,0,0,37,37,0,17403,0,5,9,M,S,6,8,32,59,40442,47,T,F,F,F,F,0,F,F,F,F
32,36,2,7.453323,20,1,32,35,0,17487,0,3,11,F,M,4,9,39,50,66781,21,F,T,F,F,F,60,F,F,F,F
36,48,0,0,0,0,36,38,2,17539,0,4,11,M,M,7,8,35,55,55140,49,F,F,F,F,F,200,F,F,F,F
59,0,0,0,0,0,59,-6,0,17673,0,7,10,F,M,29,10,24,65,36927,47,T,F,F,F,F,0,F,T,F,F
46,48,0,0,0,0,46,37,1,6418,0,3,9,M,S,17,10,49,39,56439,9,F,T,F,F,F,100,F,F,F,F
39,12,1,0,0,0,39,0,0,6513,0,4,0,F,U,5,19,34,45,50245,42,T,F,F,F,F,30,F,F,F,F
38,24,3,10.96899,69,2,38,16,1,6579,0,3,7,F,S,8,10,28,61,31855,52,T,T,F,F,F,190,F,F,T,F
27,48,1,11.14999,150,1,27,37,0,6638,0,3,11,M,S,0,15,31,52,42752,25,F,F,F,F,F,30,F,F,F,F
34,36,0,0,0,0,34,32,0,6829,0,2,8,M,S,3,20,40,39,21103,52,F,F,T,F,F,0,F,F,T,T
36,36,2,7.673283,40,1,36,25,1,6979,0,3,0,F,M,5,6,36,56,35657,8,F,F,F,F,F,160,F,F,F,F
39,24,0,0,0,0,39,20,1,7029,0,4,10,M,M,11,15,39,44,44206,35,F,F,F,F,F,100,F,F,F,F
29,12,1,7.689,89,1,29,8,3,7197,0,6,9,M,S,3,18,52,28,46342,5,F,F,F,T,F,330,F,F,F,F
30,24,0,0,0,0,30,15,0,7222,0,1,7,F,S,0,7,33,58,65263,47,T,F,F,F,F,0,F,F,F,F
46,24,0,0,0,0,46,13,0,17921,0,2,11,M,U,16,7,26,66,62909,36,F,F,F,F,F,0,F,F,F,F
38,24,0,0,0,0,38,16,4,17944,0,1,9,M,M,10,6,29,64,46114,35,F,F,F,F,F,400,F,T,F,F
34,0,0,0,0,0,34,-5,0,12705,0,3,9,M,U,4,10,20,69,65343,23,T,F,F,F,F,0,T,F,F,F
67,48,2,9.070617,304,2,67,36,1,12760,0,7,11,M,S,37,9,41,48,50026,12,F,F,F,T,F,160,F,F,F,F
49,36,2,11.179,179,1,49,27,2,12805,0,7,10,M,M,22,9,34,55,43035,4,F,F,F,F,F,260,F,T,T,F
36,48,0,0,0,0,36,36,0,12912,0,5,10,M,U,6,9,23,67,80647,4,F,F,F,F,F,0,F,F,F,F
34,12,4,9.527283,94,2,34,6,1,14939,0,4,11,F,S,4,7,55,36,42084,29,T,T,F,F,F,220,F,T,F,F
41,0,0,0,0,0,41,-6,0,14988,0,3,0,M,M,13,10,27,61,57415,7,F,F,F,F,F,0,F,F,F,T
45,24,0,0,0,0,45,16,0,13089,0,3,8,M,U,13,12,11,75,53734,45,T,F,F,F,T,0,F,F,F,F
43,0,0,0,0,0,43,-2,2,13125,0,2,9,F,S,10,7,46,45,35387,3,T,T,F,F,T,200,F,F,F,F
49,48,0,0,0,0,49,37,2,13143,0,3,9,F,M,17,12,36,51,40669,22,T,F,F,F,F,200,F,F,F,F
40,24,0,0,0,0,40,15,0,13355,0,5,11,M,S,9,14,34,50,57317,8,F,F,F,F,F,0,F,F,F,F
46,12,0,0,0,0,46,5,1,13362,0,6,9,F,U,14,6,36,57,59099,47,F,F,F,F,F,100,F,T,F,F
63,0,0,0,0,0,63,-6,1,15255,0,5,11,M,U,34,11,29,59,44333,47,F,T,F,F,F,100,F,F,F,T
22,24,0,0,0,0,22,19,3,13582,0,6,10,M,S,0,14,47,38,47843,36,F,T,F,F,F,300,F,F,F,F
34,24,0,0,0,0,34,11,1,15472,0,5,10,F,S,6,11,31,57,50717,19,F,F,F,F,F,100,T,F,T,F
48,36,0,0,0,0,48,34,2,13225,0,7,11,F,U,21,12,37,50,53242,44,F,F,T,F,F,200,F,F,T,F
38,48,0,0,0,0,38,40,1,13358,0,5,11,M,U,5,12,25,62,57778,42,T,T,F,F,F,100,F,F,F,F
49,36,4,0,159,1,49,34,1,13830,0,5,9,M,M,17,10,22,66,45078,34,F,F,F,F,F,220,F,F,F,F
33,36,0,0,0,0,33,26,4,13458,0,3,0,F,M,1,13,46,39,52004,16,F,F,F,F,F,400,F,F,F,F
26,36,0,0,0,0,26,23,0,13610,0,5,10,M,S,0,15,31,52,42752,11,F,T,F,F,T,0,F,F,F,F
48,12,0,0,0,0,48,9,2,13727,0,2,10,M,M,19,8,26,64,51772,22,T,T,F,F,F,200,F,F,F,T
34,12,2,8.292333,59,1,34,9,2,14282,0,4,9,M,M,5,18,32,49,44976,35,T,F,F,F,F,260,F,T,F,F
37,0,0,0,0,0,37,-4,0,14602,0,5,10,F,U,7,10,32,57,48329,37,F,T,T,F,F,0,F,T,F,F
31,48,2,8.262323,129,2,31,38,0,26972,0,3,8,F,S,0,7,27,64,37502,9,F,F,T,F,F,60,F,F,F,T
44,48,55,33.289082,656,26,44,37,0,13911,0,1,6,F,U,18,12,40,46,50126,45,F,F,F,F,F,1650,T,F,T,F
50,36,1,8.486657,120,1,50,33,2,13945,0,4,0,F,S,22,15,44,39,37758,21,F,F,F,F,F,230,F,F,F,F
35,0,0,0,0,0,35,-2,0,14378,0,6,9,F,U,7,10,32,57,48329,41,F,F,F,F,F,0,F,F,F,F
53,12,0,0,0,0,53,8,0,14545,0,6,7,M,U,27,10,42,47,56840,31,F,F,T,F,F,0,F,F,F,F
29,48,2,11.222333,89,1,29,36,0,14580,0,5,10,M,S,0,4,30,64,40287,18,F,F,F,F,F,60,F,F,T,F
44,36,0,0,0,0,44,28,1,14581,0,5,10,F,M,14,12,42,44,59133,16,F,F,F,F,F,100,F,F,T,F
28,0,0,0,0,0,28,-6,3,27139,0,5,10,M,M,2,9,21,68,48788,3,F,F,T,F,F,300,F,F,F,F
39,36,0,0,0,0,39,33,0,27140,0,4,8,F,U,11,13,33,52,46755,6,F,F,T,F,F,0,F,F,F,F
42,24,0,0,0,0,42,13,0,27156,0,3,10,M,S,14,15,45,39,28742,52,T,F,F,F,F,0,F,F,F,F
39,36,0,0,0,0,39,25,1,27157,0,1,9,M,M,6,12,38,49,65732,13,F,F,F,F,F,100,F,F,F,F
33,12,3,8.365667,299,1,33,10,0,27255,0,3,10,M,S,2,14,38,47,51309,30,F,F,F,F,F,90,F,F,F,F
33,12,4,9.940147,74,3,33,10,2,27306,0,5,11,M,U,2,9,26,63,47287,20,F,F,F,F,F,320,F,F,F,F
45,36,3,9.299,299,1,45,28,3,14681,0,6,10,M,S,17,15,27,56,36364,7,F,F,F,F,F,390,F,F,T,F
49,48,0,0,0,0,49,36,1,15211,0,5,9,M,U,21,6,29,64,59232,20,F,F,F,F,F,100,F,F,T,F
43,12,0,0,0,0,43,7,1,15079,0,5,0,M,M,15,15,39,44,43123,47,F,F,F,F,F,100,F,F,F,F
32,24,5,10.931637,65,3,32,20,1,15181,0,2,10,F,M,3,11,21,66,56036,42,T,F,F,F,T,250,F,F,T,F
48,24,0,0,0,0,48,19,3,15213,0,1,11,F,U,15,7,27,64,56348,7,F,F,F,F,F,300,F,F,F,F
42,24,2,8.152333,219,1,42,14,0,15214,0,5,4,F,S,14,12,38,49,29130,28,F,F,F,T,F,60,F,F,F,F
39,36,0,0,0,0,39,32,0,15359,0,4,10,M,S,9,14,34,50,57317,11,F,F,F,F,F,0,F,F,F,F
23,36,0,0,0,0,23,35,3,15477,0,5,5,F,S,0,10,38,50,76547,52,F,F,F,F,F,300,F,F,F,F
39,36,0,0,0,0,39,28,2,15695,0,5,1,M,M,9,7,23,68,57561,3,F,T,F,F,F,200,F,F,F,F
44,24,0,0,0,0,44,17,3,15849,0,6,9,M,U,16,5,14,79,42381,37,T,F,F,F,F,300,F,F,F,F
42,12,0,0,0,0,42,9,3,26618,0,2,9,F,U,12,8,33,58,47792,44,F,F,F,F,F,300,F,F,F,F
40,24,2,9.355667,89,1,40,14,1,26813,0,3,0,M,S,12,10,36,53,72513,27,F,F,F,F,F,160,F,F,F,F
45,36,0,0,0,0,45,35,0,26859,0,4,11,M,M,13,10,27,61,57415,42,F,F,F,F,F,0,F,F,F,F
32,24,7,11.480313,847,4,32,16,1,27084,0,3,10,F,M,3,11,21,66,56036,22,F,F,T,F,T,310,F,F,F,F
47,24,0,0,0,0,47,22,1,26930,0,2,1,M,M,19,10,35,53,29959,37,F,T,F,F,T,100,F,T,F,T
51,24,0,0,0,0,51,12,0,27268,0,6,8,M,S,21,13,31,55,52114,43,F,F,F,F,F,0,F,F,F,F
38,12,0,0,0,0,38,9,0,27277,0,6,9,F,U,12,12,22,64,69332,46,F,F,F,F,F,0,F,F,T,T
23,24,4,9.752313,19,2,23,17,2,27333,0,5,8,F,S,0,9,65,25,46236,23,T,F,F,T,F,320,F,F,F,F
26,24,2,11.445667,179,1,26,21,0,10698,0,6,9,F,S,0,7,43,49,67905,39,F,F,F,F,F,60,F,F,F,F
63,36,0,0,0,0,63,28,0,10782,0,2,10,F,U,31,8,32,59,56249,41,F,F,F,F,F,0,F,F,F,F
36,24,6,11.711323,178,3,36,17,1,10807,0,2,9,M,S,8,6,56,37,36646,32,F,F,F,T,F,280,F,F,F,F
36,24,0,0,0,0,36,21,3,10855,0,4,10,M,M,9,13,33,53,68940,31,F,F,F,F,F,300,F,F,F,F
36,24,0,0,0,0,36,22,0,10898,0,3,10,F,S,8,9,26,64,68819,44,T,F,T,F,F,0,F,F,F,F
24,24,0,0,0,0,24,22,0,11050,0,3,7,F,S,0,7,33,58,65263,31,T,F,F,F,F,0,F,F,F,F
14,36,0,0,0,0,14,29,0,11125,0,1,10,M,S,0,15,31,52,42752,1,T,F,F,F,F,0,F,F,F,T
39,24,0,0,0,0,39,18,1,11457,0,2,10,F,U,6,11,32,55,54406,40,T,F,F,F,F,100,F,T,F,F
44,12,0,0,0,0,44,8,1,11602,0,1,10,F,U,14,6,36,57,59099,15,F,F,F,F,F,100,T,F,T,F
39,0,1,0,0,0,39,-3,2,11607,0,4,6,M,M,9,7,23,68,57561,17,F,F,F,T,T,230,F,F,F,F
39,0,0,0,0,0,39,-2,0,11609,0,4,6,F,S,10,11,43,45,56824,33,T,F,F,T,T,0,F,F,F,F
26,36,0,0,0,0,26,26,1,11616,0,4,11,F,S,0,10,36,52,43935,28,F,F,F,F,F,100,F,F,F,F
68,0,0,0,0,0,68,-6,2,11659,0,2,9,M,M,39,8,22,68,29154,31,F,F,F,F,T,200,F,F,F,F
38,0,0,0,0,0,38,-3,6,11916,0,3,10,M,M,9,18,50,30,52955,13,F,F,F,F,F,600,F,F,F,F
27,48,0,0,0,0,27,37,1,11943,0,1,9,M,S,4,20,21,58,50324,8,F,F,F,F,F,100,F,F,F,F
61,24,0,0,0,0,61,20,0,12645,0,4,9,F,S,29,12,48,38,45982,15,F,F,F,F,F,0,F,F,F,F
38,12,0,0,0,0,38,0,1,12654,0,2,0,M,S,13,11,31,56,49197,18,T,F,F,F,F,100,F,F,F,F
42,24,0,0,0,0,42,13,1,4102,0,6,9,F,M,14,12,42,44,59133,6,F,T,F,F,F,100,F,F,F,F
40,48,3,10.837233,104,3,40,38,0,4226,0,4,0,M,U,12,13,45,41,78162,50,F,T,F,T,F,90,F,F,F,F
37,12,0,0,0,0,37,9,1,4374,0,1,11,M,M,2,11,35,52,66303,37,T,F,F,F,T,100,F,F,F,F
30,24,3,10.46999,70,1,30,13,3,4463,0,2,9,M,M,2,9,21,68,48788,24,F,F,F,F,F,390,F,F,F,T
35,24,4,10.752323,119,2,35,20,1,4383,0,5,0,M,M,7,6,31,61,79287,28,F,F,F,F,F,220,F,F,F,T
59,48,5,12.64498,45,2,59,41,0,4520,0,3,8,M,M,31,15,28,55,56125,19,F,T,F,F,F,150,F,F,F,F
42,24,4,7.415667,49,1,42,14,0,4310,0,2,10,M,U,14,11,43,45,48564,48,T,F,F,F,F,120,F,F,F,F
46,12,4,13.041323,308,2,46,9,0,4497,0,5,10,F,M,18,11,24,63,57643,52,F,F,F,F,F,120,F,F,F,F
50,36,3,13.071333,438,2,50,31,0,4590,0,2,11,M,S,23,11,29,58,25785,34,F,F,F,F,F,90,F,F,F,T
33,12,3,12.12899,229,2,33,9,0,4651,0,1,11,M,U,2,13,41,44,45107,12,F,F,F,F,F,90,F,F,F,F
20,24,0,0,0,0,20,20,2,4686,0,2,9,F,S,0,16,24,59,50177,37,F,F,T,F,F,200,F,F,F,F
37,0,0,0,0,0,37,-6,1,4643,0,1,11,M,S,5,18,27,54,65360,22,F,F,T,F,F,100,F,F,F,F
48,36,0,0,0,0,48,33,0,4988,0,4,0,M,S,20,14,21,63,54532,6,F,F,F,F,F,0,F,F,T,T
50,36,3,9.974657,408,3,50,28,4,5008,0,4,0,M,M,19,11,29,59,56057,12,F,F,T,F,F,490,F,T,F,F
60,0,0,0,0,0,60,-2,2,4896,0,3,10,M,M,31,13,25,60,58481,42,F,F,F,F,F,200,F,F,F,T
35,24,0,0,0,0,35,13,1,5170,0,6,10,M,U,7,13,34,52,54575,23,F,F,F,F,F,100,F,F,F,F
41,12,2,11.495667,129,1,41,7,1,31930,0,1,0,F,M,12,9,29,61,62091,7,F,F,F,F,F,160,F,F,F,T
56,0,0,0,0,0,56,-6,0,5030,0,4,11,M,S,27,6,40,52,38212,9,F,F,F,T,F,0,F,T,F,T
42,0,0,0,0,0,42,-3,0,5147,0,4,8,M,S,12,13,21,64,38433,49,T,T,F,T,F,0,F,F,F,F
29,12,0,0,0,0,29,11,3,5306,0,1,11,M,S,0,19,16,64,40494,15,T,F,F,T,F,300,F,F,F,F
64,0,0,0,0,0,64,-1,1,32075,0,7,11,M,M,34,9,32,57,52217,22,F,F,F,F,F,100,F,F,F,F
28,48,2,8.615657,249,2,28,38,1,32150,0,1,0,F,S,0,10,29,59,63015,15,T,F,F,F,F,160,F,F,F,F
36,0,1,0,0,0,36,-1,3,5197,0,3,0,M,M,6,8,49,42,49083,22,F,F,F,F,F,330,F,F,F,F
39,24,0,0,0,0,39,18,0,5231,0,6,9,F,M,7,11,27,60,57063,17,F,F,F,T,T,0,F,F,F,F
16,12,3,10.482647,16,2,16,8,4,32229,0,6,10,M,S,0,11,39,49,48683,44,F,T,F,F,T,490,F,F,F,F
41,24,0,0,0,0,41,22,1,32309,0,3,10,F,M,13,7,39,52,30933,6,F,F,F,F,F,100,F,F,F,F
58,36,0,0,0,0,58,23,3,31987,0,3,11,M,M,31,10,20,69,36502,29,F,F,F,F,F,300,T,F,F,F
27,36,0,0,0,0,27,23,0,32363,0,2,9,F,S,0,7,27,64,37502,24,F,F,F,F,F,0,F,F,F,T
54,12,2,9.358,958,2,54,11,2,32534,0,4,9,M,U,25,9,34,55,57131,51,F,F,F,F,T,260,F,F,F,F
31,24,0,0,0,0,31,15,0,32566,0,4,9,F,U,2,11,23,65,59932,21,T,F,F,F,F,0,F,F,F,F
25,0,0,0,0,0,25,-5,1,32573,0,5,9,M,S,0,14,32,53,63861,48,F,F,T,F,F,100,F,F,F,F
28,24,0,0,0,0,28,15,0,93,0,1,6,M,S,0,4,30,64,40287,43,F,F,F,F,F,0,F,F,F,F
74,24,0,0,0,0,74,18,3,104,0,2,6,F,M,44,5,40,53,47505,44,F,F,F,F,F,300,F,F,F,F
39,24,0,0,0,0,39,21,2,202,0,6,8,F,U,8,10,36,52,50358,11,F,F,F,F,T,200,F,T,F,F
30,48,1,7.665667,399,1,30,38,2,311,0,3,9,F,S,0,17,33,49,32093,50,T,F,F,F,T,230,F,F,F,F
59,36,2,12.148323,15,1,59,31,1,361,0,7,11,F,U,30,9,47,43,50068,26,F,F,F,F,F,160,F,F,F,F
75,36,0,0,0,0,75,31,0,445,0,5,0,F,S,47,12,41,46,46949,30,F,F,T,F,F,0,F,F,T,F
44,24,0,0,0,0,44,20,0,636,0,2,0,M,M,13,10,27,61,57415,19,T,F,F,F,F,0,F,F,T,F
46,36,2,9.885667,219,1,46,26,1,670,0,2,10,M,S,19,8,31,59,50127,2,F,T,F,T,F,160,F,F,F,F
42,0,0,0,0,0,42,-1,1,1031,0,6,10,F,U,13,9,47,43,44242,22,F,F,F,F,F,100,F,F,T,F
44,48,0,0,0,0,44,38,1,1315,0,6,11,F,U,14,6,36,57,59099,31,F,T,F,F,F,100,F,F,F,F
40,36,0,0,0,0,40,23,2,1363,0,5,10,M,M,12,9,46,44,48147,7,T,F,F,F,F,200,F,F,F,F
45,24,4,12.120263,487,4,45,21,0,1781,0,6,9,M,U,16,7,26,66,62909,6,T,F,F,F,F,120,F,F,F,F
63,12,0,0,0,0,63,0,1,1917,0,4,9,F,S,38,13,27,59,50538,12,F,T,F,F,F,100,F,F,F,F
33,36,0,0,0,0,33,28,7,1958,0,5,9,M,U,3,14,28,56,41093,37,F,F,F,F,F,700,F,F,F,F
28,24,0,0,0,0,28,16,1,2001,0,4,9,F,S,0,6,25,67,39207,45,T,F,F,F,F,100,F,F,F,T
54,0,0,0,0,0,54,-6,0,2008,0,7,11,F,U,24,12,36,51,72416,20,F,F,F,F,F,0,F,F,F,F
29,36,10,11.60498,405,5,29,27,1,2015,0,2,8,F,S,0,10,36,52,43935,46,F,F,T,F,F,400,F,F,F,F
31,0,0,0,0,0,31,-5,3,32553,0,2,9,F,S,0,10,51,37,47751,3,F,F,F,F,F,300,F,F,F,F
35,0,0,0,0,0,35,-4,0,32621,0,3,7,F,S,5,7,36,55,43366,4,T,F,F,F,F,0,T,T,F,T
59,0,0,0,0,0,59,-4,0,32686,0,6,10,M,S,32,9,38,51,37914,49,F,F,F,F,F,0,F,F,F,F
25,36,0,0,0,0,25,31,1,22099,0,4,9,F,S,0,10,36,52,43935,11,F,F,F,F,T,100,F,F,F,F
54,36,0,0,0,0,54,31,0,32684,0,5,7,F,S,22,9,32,58,48859,44,T,F,F,F,F,0,F,F,F,F
32,48,0,0,0,0,32,40,1,22161,0,5,10,M,S,0,14,32,53,49255,47,F,T,F,F,F,100,F,F,F,T
39,48,0,0,0,0,39,37,1,22181,0,4,10,F,M,13,7,39,52,30933,13,F,F,F,F,F,100,F,F,F,F
37,36,3,10.41649,317,2,37,28,1,22297,0,3,10,M,M,4,5,25,69,38838,10,T,F,F,F,F,190,F,F,F,F
34,24,6,11.329647,963,4,34,18,1,22449,0,2,10,F,U,5,16,34,49,49518,40,F,F,F,F,T,280,F,T,F,T
42,36,0,0,0,0,42,27,0,9659,0,5,1,M,M,14,13,27,58,45642,23,F,F,F,F,F,0,F,F,F,F
40,48,0,0,0,0,40,41,0,22688,0,2,9,M,S,15,9,42,48,53970,11,F,F,T,F,F,0,F,F,F,F
48,24,2,8.957333,124,1,48,13,0,9942,0,3,10,F,U,16,8,38,52,47326,8,T,F,F,F,F,60,F,F,F,T
39,0,0,0,0,0,39,-6,1,9991,0,1,6,F,U,15,15,28,55,54742,19,F,F,F,F,F,100,F,F,F,F
22,36,0,0,0,0,22,23,1,22756,0,4,8,M,S,0,21,35,43,50285,45,F,F,F,F,F,100,F,F,F,F
40,24,0,0,0,0,40,22,0,22813,0,2,10,M,M,6,9,28,61,40295,12,F,F,F,F,F,0,F,F,T,F
15,24,0,0,0,0,15,12,0,10124,0,5,10,F,S,0,7,27,64,37502,13,F,F,F,F,F,0,F,F,F,F
40,12,1,11.955667,89,1,40,8,1,10125,0,5,10,F,M,12,9,29,61,62091,38,F,F,T,F,F,130,F,F,F,T
37,24,0,0,0,0,37,21,1,22600,0,1,10,M,M,6,12,38,49,65732,38,F,F,F,F,F,100,F,T,F,F
53,12,3,9.467323,134,2,53,8,2,22619,0,5,10,F,M,23,8,23,67,36313,27,F,T,F,F,F,290,F,F,F,F
39,48,0,0,0,0,39,38,1,23056,0,6,11,M,M,14,7,32,59,48415,22,T,F,F,F,F,100,F,F,T,F
42,48,0,0,0,0,42,37,1,10311,0,6,10,F,S,11,11,37,50,36149,41,F,T,F,T,F,100,F,F,F,F
18,24,0,0,0,0,18,23,2,10345,0,6,0,F,S,0,16,24,59,50177,21,F,F,F,F,F,200,F,F,F,F
39,48,3,9.995657,129,2,39,35,0,22952,0,4,9,M,U,10,16,34,48,41701,23,T,F,F,F,T,90,F,T,F,F
65,12,0,0,0,0,65,10,0,23001,0,6,11,M,M,40,18,50,31,69423,19,F,F,F,F,F,0,F,F,F,F
55,12,2,8.14999,150,1,55,6,0,23340,0,7,10,F,M,24,7,36,56,53038,18,F,F,T,F,T,60,F,F,T,F
39,24,0,0,0,0,39,14,0,23220,0,1,9,F,S,11,6,37,56,37073,44,T,F,F,F,F,0,F,F,T,F
52,24,0,0,0,0,52,17,0,23774,0,4,8,F,U,20,11,37,50,41325,29,T,F,F,F,F,0,F,F,F,F
31,36,0,0,0,0,31,33,1,23656,0,6,10,F,S,0,14,39,45,49921,13,F,F,F,F,T,100,F,F,F,F
45,0,0,0,0,0,45,-4,1,23869,0,3,11,M,U,16,8,20,70,30251,31,F,F,F,F,F,100,F,F,F,F
55,12,0,0,0,0,55,7,0,23951,0,3,9,M,S,28,13,26,59,54213,35,T,F,F,F,F,0,F,F,F,T
38,36,3,8.770657,104,2,38,28,4,23821,0,4,0,M,S,11,18,29,52,41531,8,F,F,F,F,F,490,F,T,F,T
37,36,0,0,0,0,37,25,1,23907,0,3,9,F,U,9,11,31,56,52239,1,F,F,F,F,T,100,F,F,F,F
30,24,0,0,0,0,30,17,0,23957,0,3,11,M,S,0,4,30,64,40287,1,F,F,F,F,F,0,F,F,T,F
64,24,0,0,0,0,64,16,0,21740,0,4,0,F,M,37,8,32,59,58903,17,F,F,F,T,F,0,F,F,F,F
20,0,0,0,0,0,20,-5,0,21843,0,2,6,F,S,0,7,27,64,37502,36,F,F,F,F,F,0,F,F,F,F
44,48,0,0,0,0,44,38,0,16039,0,2,8,F,U,11,13,33,52,46755,29,F,F,T,F,F,0,F,F,F,F
36,36,3,11.414667,348,2,36,24,5,16098,0,6,7,F,S,6,14,40,45,53933,26,F,F,T,F,F,590,F,F,F,F
47,48,7,12.238333,705,5,47,39,0,16255,0,2,1,M,U,17,6,30,62,58487,4,F,F,F,F,F,210,F,F,F,F
45,12,4,12.479,279,1,45,10,0,16262,0,2,11,M,U,13,12,11,75,53734,15,F,F,F,F,T,120,F,F,T,F
19,24,0,0,0,0,19,17,0,16598,0,6,10,M,S,0,15,31,52,42752,25,F,F,F,F,T,0,F,F,F,F
70,12,2,9.082333,349,1,70,8,0,16632,0,4,8,M,M,38,9,39,51,37327,7,F,F,F,F,T,60,F,F,F,F
40,36,0,0,0,0,40,31,2,16689,0,1,11,M,U,8,18,36,44,56246,21,F,F,F,T,T,200,F,T,F,F
20,24,32,30.470917,405,23,20,11,0,16798,0,4,11,M,S,0,4,30,64,40287,29,F,F,F,T,F,960,F,T,T,F
39,12,0,0,0,0,39,9,0,17284,0,6,10,M,S,5,7,39,52,55425,51,F,F,F,F,F,0,F,F,F,F
46,48,3,10.822323,189,2,46,39,2,17309,0,3,11,F,M,14,10,25,64,47433,27,F,F,F,F,F,290,F,F,F,F
